"loc","loc_lat","loc_lng","count"
Toluca Airport (TLC) (   Mexico),"19.35841",-99.57945,4
Leeds/Bradford Airport (LBA) (   United Kingdom),"53.79331",-1.71838,4
"Sept-Îles Airport, QC (YZV) (   Canada)","50.20961",-66.38952,4
"Kotzebue Airport, AK (OTZ) (   United States of America)","66.89214",-162.6016,4
"Oklahoma City-Will Rogers Airport, OK (OKC) (   United States of America)","35.45224",-97.59344,4
"Mendoza-El Plumerillo Airport, MD (MDZ) (   Argentina)",-32.87058,-68.86789,4
Monrovia-Roberts International Airport (ROB) (   Liberia),"6.31673",-10.80213,4
"Gander Airport, NL (YQX) (   Canada)","48.95816",-54.61371,4
"Limestone-Loring AFB, ME (LIZ) (   United States of America)","46.9396",-67.92215,4
Dinjan Airport (   India),"19.09413","72.85581",4
"Houston-Hobby Airport, TX (HOU) (   United States of America)","29.65769",-95.28222,4
Douala Airport (DLA) (   Cameroon),"4.04775","9.69495",4
Islamabad International Airport (ISB) (   Pakistan),"33.70768","73.07048",4
Ledo (   India),"24.22203","86.50382",4
"Edmonton International Airport, AB (YEG) (   Canada)","53.3097",-113.58011,4
St. Moritz-Samedan Airport (SMV) (   Switzerland),"46.49706","9.83817",4
"Toronto International Airport, ON (YYZ) (   Canada)","43.67763",-79.58831,4
"Hyannis-Barnstable Airport, MA (HYA) (   United States of America)","41.67187",-70.29688,4
Mirny Airport (MJZ) (   Russia),"62.76433","40.32281",4
"Wilmington-New Hanover County Airport, NC (ILM) (   United States of America)","34.22499",-77.86246,4
London City Airport (LCY) (   United Kingdom),"51.87751",-0.37521,4
Chandigarh Airport (IXC) (   India),"30.67434","76.80052",4
"Teterboro Airport, NJ (TEB) (   United States of America)","40.86155",-74.05803,4
Diyarbakir Airport (DIY) (   Turkey),"37.31279","40.72784",4
"Atlanta, GA (   United States of America)","33.74832",-84.39111,4
"Brisbane-Eagle Farm Airport, QLD (BNE) (   Australia)",-27.41183,"153.09159",4
Villavicencio-La Vanguardia Airport (VVC) (   Colombia),"4.17808",-73.62123,4
Agartala Airport (IXA) (   India),"23.84495","91.27108",4
Saigon-Tan Son Nhat International Airport (SGN) (   Vietnam),"10.82605","106.64179",4
"Bellevue-Offutt AFB, NE (OFF) (   United States of America)","41.13959",-95.91288,4
"Pueblo Memorial Airport, CO (PUB) (   United States of America)","38.25171",-104.64344,4
Johannesburg-Randgermiston Airport (QRA) (   South Africa),-26.20491,"28.04007",4
"Louisville-Standiford Field, KY (SDF) (   United States of America)","38.18421",-85.72432,4
Mulia Airport (LII) (   Indonesia),"1.55119","109.206",4
Algiers-Dar el Beida Airport (ALG) (   Algeria),"36.7126","3.21282",4
"San Antonio-Kelly AFB, TX (SKF) (   United States of America)","29.36761",-98.48252,4
Madang Airport (MAG) (   Papua New Guinea),-5.229,"145.79735",4
Pembroke Dock (   United Kingdom),"51.69186",-4.94236,4
"Pickle Lake Airport, ON (YPL) (   Canada)","51.48351",-90.15916,4
"Darwin, NT (   Australia)",-12.4609,"130.84151",4
Papeete-Faaa Airport (PPT) (   French Polynesia),-17.54471,-149.57463,4
Bristol-Whitchurch Airport (   United Kingdom),"51.40502",-2.55118,4
Gaudo (   Italy),"40.92238","15.66774",4
near Manila (   Philippines),"14.58865","120.98454",4
"Austin-Robert Mueller Municipal, TX (AUS) (   United States of America)","30.29427",-97.70231,4
Barranquilla-E Cortissoz Airport (BAQ) (   Colombia),"10.98269",-74.83019,4
Da Nang Air Base (DAD) (   Vietnam),"16.07142","108.22094",4
Bishkek Airport (FRU) (   Kyrgyzstan),"42.88435","74.60355",4
Bari Airport (BRI) (   Italy),"41.12694","16.85158",4
"Kansas City, MO (   United States of America)","39.10344",-94.58311,4
near Rotterdam (   Netherlands),"51.92283","4.47848",4
Tallinn-Ülemiste Airport (TLL) (   Estonia),"59.43642","24.75258",4
Guatemala City (   Guatemala),"14.63326",-90.46711,4
Manila Airport (MNL) (   Philippines),"7.62031","124.77675",4
Colombo-Ratmalana Airport (RML) (   Sri Lanka),"6.81567","79.8801",4
Milano-Malpensa Airport (MXP) (   Italy),"45.46796","9.18178",4
Tangier Airport (TNG) (   Morocco),"35.77979",-5.80347,4
"Ottawa/Macdonald-Cartier International Airport, ON (YOW) (   Canada)","45.43567",-75.6981,4
"Brunswick NAS, ME (NHZ) (   United States of America)","43.91403",-69.96744,4
Freeport-Grand Bahama International Airport (FPO) (   Bahamas),"26.5356",-78.69696,4
"Sedona Airport, AZ (SDX) (   United States of America)","34.8551",-111.78282,4
Minsk-1 International Airport (MHP) (   Belarus),"53.90376","27.56544",4
Manila ? (   Philippines),"14.58865","120.98454",4
"Washington-Ronald Reagan National Airport, DC (DCA) (   United States of America)","47.23782",-121.02628,4
Georgetown-Wideawake Field (ASI) (   St. Helena),"31.78918",-85.12285,4
Chennai Airport (MAA) (   India),"12.98352","80.16962",4
Tamanrasset-Aguemar Airport (TMR) (   Algeria),"22.78796","5.52718",4
Benghazi (   Libya),"32.11439","20.10736",4
Istanbul-Yesilköy Airport (IST) (   Turkey),"40.96187","28.81745",4
Algiers-Houari Boumediene Airport (ALG) (   Algeria),"36.41753","7.27982",4
Barranquilla-Soledad Airport (BAQ) (   Colombia),"10.94624",-74.77239,4
Juba Airport (JUB) (   South Sudan),"4.87706","31.58407",4
South West Pacific (   Pacific Ocean),"34.03751",-118.53812,4
Tripoli-Castel Benito Airport (TIP) (   Libya),"32.89534","13.18105",4
Auckland International Airport (AKL) (   New Zealand),-36.85232,"174.76389",4
"Cleveland, OH (   United States of America)","41.50473",-81.69075,4
Freetown-Hastings Airport (HGS) (   Sierra Leone),"8.48687",-13.23469,4
near Villavicencio-La Vanguardia Airport (VVC) (   Colombia),"4.17808",-73.62123,4
Biak (   Indonesia),-0.90624,"122.8812",4
"Baton Rouge-Ryan Airport, LA (BTR) (   United States of America)","30.44561",-91.10222,4
Son  (   Netherlands),"51.51041","5.49169",4
"Aleutians, AK (   United States of America)","52.15515","176.71319",4
Kazan Airport (KZN) (   Russia),"55.8003","49.10827",4
Sibu Airport (SBW) (   Malaysia),"2.33346","111.84167",4
Kuching Airport (KCH) (   Malaysia),"1.52022","110.35362",4
Colombo-Bandaranayake International Airport (CMB) (   Sri Lanka),"6.93195","79.84556",4
Hanoi (   Vietnam),"21.02889","105.85464",4
Caticlan-Malay Airport (MPH) (   Philippines),"11.92518","121.95629",4
Saratov Airport (RTW) (   Russia),"51.53183","46.01042",4
"Tulsa International Airport, OK (TUL) (   United States of America)","36.18834",-95.88862,4
Bournemouth International Airport (BOH) (   United Kingdom),"50.72039",-1.88093,4
Managua Airport (MGA) (   Nicaragua),"12.1172",-86.24079,4
Santo Domingo-Las Américas International Airport (SDQ) (   Dominican Republic),"18.48372",-69.8672,4
Mitú Airport (MVP) (   Colombia),"1.25872",-70.23696,4
Jalalabad Airport (JAA) (   Afghanistan),"34.43738","70.45955",4
Shanghai-Hongqiao Airport (SHA) (   China),"31.25516","121.47471",4
near Bogotá-Eldorado Airport (BOG) (   Colombia),"4.73581",-74.12336,4
Hong Kong-Chek Lap Kok International Airport (HKG) (   Hong Kong),"22.30564","113.93657",4
"Hall Beach Airport, NU (YUX) (   Canada)","68.79277",-81.23754,4
"Dallas, TX (   United States of America)","32.77816",-96.7954,4
"St. John's Airport, NL (YYT) (   Canada)","47.60637",-52.74182,4
Chita Airport (HTA) (   Russia),"52.02447","113.51298",4
Saint Thomas-Cyril E. King Airport (STT) (   U.S. Virgin Islands),"18.349",-64.93043,4
Okinawa-Kadena AFB (DNA) (   Japan),"26.33923","127.75696",4
Agartala (   India),"23.83145","91.28718",4
An Khe (   Vietnam),"13.95186","108.66019",4
"Christiansted Harbor SPB, Saint Croix (SSB) (   U.S. Virgin Islands)","17.74672",-64.70418,4
"Minneapolis-St Paul International Airport, MN (MSP) (   United States of America)","44.95151",-93.32273,4
Mexico City (   Mexico),"19.43195",-99.13315,4
Vorkuta Airport (VKT) (   Russia),"67.50475","64.04767",4
Brazzaville-Maya Maya Airport (BZV) (   Congo),-4.26324,"15.27377",4
"Kansas City Downtown Municipal Airport, MO (MKC) (   United States of America)","39.13456",-94.52128,4
Havana-Rancho Boyeros Airport (HAV) (   Cuba),"23.05768",-82.40266,4
Yerevan Airport (EVN) (   Armenia),"40.1786","44.51287",4
"Salt Lake City International Airport, UT (SLC) (   United States of America)","40.76259",-111.89396,4
"Milwaukee-General Mitchell Airport, WI (MKE) (   United States of America)","43.02565",-87.97557,4
Le Touquet Airport (LTQ) (   France),"50.70365","3.05778",4
Pontianak-Supadio Airport (PNK) (   Indonesia),-0.01986,"109.3356",4
"Honolulu International Airport, HI (HNL) (   United States of America)","21.67043",-158.03287,4
Catania-Fontanarossa Airport (CTA) (   Italy),"37.47254","15.07113",4
Tiruchirappalli-Civil Airport (TRZ) (   India),"10.80576","78.69473",4
North Atlantic (   Atlantic Ocean),"39.3549",-74.43495,4
"Broome Airport, WA (BME) (   Australia)",-17.95567,"122.23719",4
"Calgary International Airport, AB (YYC) (   Canada)","51.13411",-114.0021,4
Katowice (   Poland),"50.25641","19.03105",4
Lukla Airport (LUA) (   Nepal),"27.6886","86.73134",4
"Fairfield-Travis AFB, CA (SUU) (   United States of America)","38.27149",-121.95318,4
near Waalhaven (   Netherlands),"51.88372","4.42768",4
near Saigon (   Vietnam),"10.77822","106.70323",4
"Pensacola NAS, FL (NPA) (   United States of America)","30.42085",-87.21723,4
Bogotá (   Colombia),"4.61496",-74.06941,4
Tainan Airport (TNN) (   Taiwan),"22.99125","120.18474",4
Lugano Airport (LUG) (   Switzerland),"46.00297","8.95121",4
"Columbus-Port Columbus International Airport, OH (CMH) (   United States of America)","40.00038",-82.90438,4
"São Paulo-Campo de Marte Airport, SP (   Brazil)",-23.64644,-46.66022,4
Ankara-Etimesgut Airport (ANK) (   Turkey),"39.91033","32.71103",4
Luena Airport (LUO) (   Angola),-11.78358,"19.91342",4
Oakington RAF Station (   United Kingdom),"52.26546","0.0761",4
"near Gela, Sicily (   Italy)","37.06816","14.25023",4
Antalya Airport (AYT) (   Turkey),"36.87896","30.70924",4
Camagüey Airport (CMW) (   Cuba),"21.39057",-77.94171,3
Alma-Ata Airport (ALA) (   Kazakhstan),"43.28327","76.9253",3
Johannesburg-O.R. Tambo International Airport (JNB) (   South Africa),-26.1294,"28.2307",3
Karachi-Mauripur RAF Station (   Pakistan),"24.87372","66.89954",3
Agra (   India),"27.19217","78.00008",3
near Amsterdam-Schiphol Municipal Airport (AMS) (   Netherlands),"52.36994","4.90788",3
Karachi-Quaid-E-Azam International Airport (KHI) (   Pakistan),"24.89612","66.99931",3
"Sydney Airport, NS (YQY) (   Canada)","46.17327",-60.049,3
Sylhet Airport (ZYL) (   Bangladesh),"24.8965","91.87676",3
"Sault Ste. Marie Airport, ON (YAM) (   Canada)","46.4886",-84.49091,3
"near Anchorage, AK (   United States of America)","61.21753",-149.85826,3
Beijing (   China),"39.90657","116.38766",3
"Burlington International Airport, VT (BTV) (   United States of America)","44.47729",-73.21681,3
near Ankara-Etimesgut Airport (ANK) (   Turkey),"39.91033","32.71103",3
"Lake Michigan, MI (   United States of America)","42.2224",-86.37803,3
Salisbury Airport (HRE) (   Zimbabwe),"53.02021",-6.987,3
Tacloban (   Philippines),"11.26939","124.96448",3
"Gander-RCAF Station, NL (YQX) (   Canada)","48.95686",-54.60917,3
Schipluiden (   Netherlands),"51.97721","4.31592",3
"North Bay Airport, ON (YYB) (   Canada)","46.33659",-79.45584,3
Lake Texcoco (   Mexico),"19.60047",-98.98603,3
Sciacca (   Italy),"37.51088","13.07971",3
Almaty Airport (ALA) (   Kazakhstan),"43.44244","77.17577",3
Barrackpore Air Force Station (   India),"22.77472","88.36942",3
"Salt Lake City, UT (   United States of America)","40.76031",-111.88822,3
near Jalalabad Airport (JAA) (   Afghanistan),"34.43738","70.45955",3
North Luffenham RAF Station (   United Kingdom),"52.61849",-0.61363,3
"Biloxi-Keesler AFB, MS (BIX) (   United States of America)","30.39893",-88.91116,3
Tallinn-Ulemiste Airport (TLL) (   Estonia),"59.43642","24.75258",3
"Hartford-Bradley International Airport, CT (BDL) (   United States of America)","41.92997",-72.68548,3
"Belém Airport, PA (BEL) (   Brazil)",-1.44566,-48.47772,3
Samara Airport (KUF) (   Russia),"53.19171","50.19093",3
Belfast International Airport (BFS) (   United Kingdom),"54.60805",-5.89176,3
Denpasar Bali-Ngurah Rai Airport (DPS) (   Indonesia),-8.69018,"115.25867",3
Curaçao-Dr. Albert Plesman Airport (CUR) (   Curaçao),"12.21354",-69.04076,3
Damascus (   Syria),"33.4993","36.30132",3
near Palembang (   Indonesia),-2.98486,"104.75891",3
Binh Thuy Air Base (VCA) (   Vietnam),"10.08158","105.74046",3
Nouakchott Airport (NKC) (   Mauritania),"18.09194",-15.97248,3
Tarakan-Juwata Airport (TRK) (   Indonesia),"3.33943","117.58722",3
La Paragua Airport (   Venezuela),"10.03013",-69.26964,3
Edinburgh-Turnhouse Airport (EDI) (   United Kingdom),"55.95144",-3.34355,3
Semarang Airport (SRG) (   Indonesia),-6.98751,"110.37029",3
Barranquilla (   Colombia),"10.98269",-74.83019,3
"Denver, CO (   United States of America)","39.74001",-104.99202,3
"Edmonton-Namao Field, AB (YED) (   Canada)","53.68687",-113.45051,3
"Edwards AFB, CA (EDW) (   United States of America)","34.92778",-117.93907,3
near Villavicencio (   Colombia),"4.13235",-73.62194,3
near Paris (   France),"48.85718","2.34141",3
Novosibirsk-Tolmachevo Airport (OVB) (   Russia),"55.03977","82.91017",3
Kinshasa-N'Dolo Airport (NLO) (   Congo (Democratic Republic)),-4.31139,"15.28781",3
Katowice-Pyrzowice Airport (KTW) (   Poland),"50.25641","19.03105",3
Kinshasa (   Congo (Democratic Republic)),-4.31047,"15.28932",3
"Goose Bay, NL (   Canada)","53.29583",-60.29594,3
"Telluride Airport, CO (TEX) (   United States of America)","37.95438",-107.88107,3
near Glasgow-Prestwick Airport (PIK) (   United Kingdom),"55.50813",-4.6129,3
Seoul-Incheon International Airport (ICN) (   South Korea),"37.46318","126.66086",3
"Terceira-Lajes AFB, Azores (LFB) (   Portugal)","38.76336",-27.09913,3
Manila-Nielson Field (   Philippines),"14.58865","120.98454",3
Cebu Airport (CEB) (   Philippines),"10.3227","123.97919",3
Lashio Airport (LSH) (   Myanmar),"23.18191","97.87784",3
"Chicago-Merrill C Meigs Field, IL (CGX) (   United States of America)","41.75801",-87.57244,3
Cotonou Airport (COO) (   Benin),"6.37266","2.4254",3
near Tehran-Mehrabad Airport (THR) (   Iran),"30.37739","48.22147",3
Jomsom Airport (JMO) (   Nepal),"28.78249","83.73365",3
"Thompson Airport, MB (YTH) (   Canada)","50.70579",-120.44621,3
Bourgas Airport (BOJ) (   Bulgaria),"42.49152","27.47181",3
"Reno, NV (   United States of America)","39.52756",-119.8135,3
"Marietta-Dobbins AFB, GA (MGE) (   United States of America)","33.94289",-84.53279,3
near Bastogne (   Belgium),"50.00092","5.71455",3
Batagay Airport (   Russia),"67.65884","134.65136",3
Tiksi Airport (IKS) (   Russia),"71.63835","128.86225",3
Bovingdon RAF Station (   United Kingdom),"51.7237",-0.5334,3
Sharjah Airport (SHJ) (   United Arab Emirates),"25.35287","55.39203",3
near Pingtung (   Taiwan),"22.66209","120.49142",3
"Belleville-Scott AFB, IL (BLV) (   United States of America)","38.53142",-89.98707,3
Olbia-Costa Smeralda Airport (OLB) (   Italy),"40.90341","9.51556",3
"Laverton Airport, WA (LVO) (   Australia)",-28.62575,"122.40335",3
Nürnberg Airport (NUE) (   Germany),"49.45435","11.0735",3
"Bahía Blanca-Comandante Espora Airport, BA (BHI) (   Argentina)",-38.71232,-62.25635,3
Omsk (   Russia),"54.99472","73.36476",3
"Danbury Airport, CT (DXR) (   United States of America)","41.39268",-73.45359,3
"Detroit, MI (   United States of America)","42.33168",-83.048,3
Cox's Bazar Airport (CXB) (   Bangladesh),"21.45367","91.96629",3
"on Rhein crossing ops, near Wesel (   Germany)","51.65573","6.61684",3
Oostende Airport (OST) (   Belgium),"51.23123","2.91266",3
Oran-es Senia Airport (ORN) (   Algeria),"35.65556",-0.62308,3
"Elizabeth City, NC (   United States of America)","36.30151",-76.21976,3
Devil's Peak (   South Africa),-33.93609,"18.43026",3
Toulouse (   France),"43.60579","1.44864",3
"Shreveport, LA (   United States of America)","32.51487",-93.74689,3
NE of Sibret (   Belgium),"49.96962","5.63474",3
"Knollwood Airport, NC (   United States of America)","35.20091",-79.39901,3
Leicester East RAF Station (   United Kingdom),"52.6309",-1.28455,3
"near Bettles, AK (   United States of America)","66.91634",-151.52142,3
Trabzon Airport (TZX) (   Turkey),"41.00653","39.71599",3
near Port Moresby (   Papua New Guinea),-9.45507,"147.20382",3
"Argentia-NAS, NL (NWP) (   Canada)","47.28728",-53.97989,3
Leipzig Airport (LEJ) (   Germany),"51.3452","12.38594",3
Osh Airport (OSS) (   Kyrgyzstan),"40.53547","72.80734",3
Bembridge Airport (BBP) (   United Kingdom),"50.68963",-1.08796,3
Algiers (   Algeria),"36.77157","3.05927",3
Tripoli (   Libya),"32.89534","13.18105",3
Blackpool Airport (BLK) (   United Kingdom),"53.77843",-3.04538,3
Chittagong-Patenga Airport (CGP) (   Bangladesh),"22.26034","91.82275",3
Leith Hill (   United Kingdom),"51.17052",-0.37923,3
"Homer Airport, AK (HOM) (   United States of America)","59.44121",-151.7026,3
Netheravon Airport (   United Kingdom),"51.23907",-1.79384,3
Simferopol Airport (SIP) (   Ukraine),"44.95755","34.10829",3
Tshikapa Airport (TSH) (   Congo (Democratic Republic)),-6.41764,"20.76543",3
Simikot Airport (IMK) (   Nepal),"29.99881","81.856",3
Bratsk Airport (BTK) (   Russia),"56.17633","101.59997",3
